date,crime_type,count
10/18/2009,Robbery,9
10/18/2009,Theft,37
10/18/2009,Theft from Vehicle,23
10/18/2009,Theft of Vehicle,11
10/18/2009,Traffic,5
10/18/2009,Weapons Offense,1
10/18/2010,Assault,96
10/18/2010,Breaking & Entering,42
10/18/2010,Disorder,2
10/18/2010,Drugs,19
10/18/2010,Family Offense,3
10/18/2010,Kidnapping,1
10/18/2010,Property Crime,35
10/18/2010,Robbery,8
10/18/2010,Theft,56
10/18/2010,Theft from Vehicle,19
10/18/2010,Theft of Vehicle,12
10/18/2010,Traffic,5
10/18/2010,Vehicle Recovery,1
10/18/2010,Weapons Offense,2
10/18/2011,Assault,75
10/18/2011,Breaking & Entering,42
10/18/2011,Disorder,4
10/18/2011,Drugs,19
10/18/2011,Family Offense,2
10/18/2011,Kidnapping,1
10/18/2011,Property Crime,21
10/18/2011,Robbery,4
10/18/2011,Theft,51
10/18/2011,Theft from Vehicle,15
10/18/2011,Theft of Vehicle,14
10/18/2011,Traffic,2
10/18/2011,Vehicle Recovery,2
10/18/2011,Weapons Offense,2
10/18/2012,Assault,90
10/18/2012,Breaking & Entering,51
10/18/2012,Disorder,3
10/18/2012,Drugs,20
10/18/2012,Family Offense,2
10/18/2012,Property Crime,42
10/18/2012,Robbery,4
10/18/2012,Theft,54
10/18/2012,Theft from Vehicle,12
10/18/2012,Theft of Vehicle,8
10/18/2012,Traffic,2
10/18/2012,Weapons Offense,3
10/18/2013,Arson,3
10/18/2013,Assault,83
10/18/2013,Breaking & Entering,37
10/18/2013,Disorder,3
10/18/2013,Drugs,26
10/18/2013,Homicide,1
10/18/2013,Property Crime,30
10/18/2013,Robbery,14
10/18/2013,Theft,56
10/18/2013,Theft from Vehicle,19
10/18/2013,Theft of Vehicle,11
10/18/2013,Traffic,5
10/18/2013,Weapons Offense,7
10/18/2014,Assault,81
10/18/2014,Breaking & Entering,27
10/18/2014,Disorder,3
10/18/2014,Drugs,5
10/18/2014,Family Offense,1
10/18/2014,Property Crime,41
10/18/2014,Robbery,9
10/18/2014,Theft,63
10/18/2014,Theft from Vehicle,28
10/18/2014,Theft of Vehicle,15
10/18/2014,Traffic,3
10/18/2014,Vehicle Recovery,1
10/18/2014,Weapons Offense,3
10/18/2015,Arson,1
10/18/2015,Assault,81
10/18/2015,Breaking & Entering,15
10/18/2015,Disorder,1
10/18/2015,Drugs,9
10/18/2015,Family Offense,1
10/18/2015,Kidnapping,1
10/18/2015,Property Crime,34
10/18/2015,Robbery,10
10/18/2015,Theft,39
10/18/2015,Theft from Vehicle,18
10/18/2015,Theft of Vehicle,12
10/18/2015,Traffic,3
10/18/2015,Vehicle Recovery,1
10/18/2015,Weapons Offense,3
10/18/2016,Arson,2
10/18/2016,Assault,94
10/18/2016,Breaking & Entering,38
10/18/2016,Disorder,7
10/18/2016,Drugs,17
10/18/2016,Family Offense,3
10/18/2016,Homicide,1
10/18/2016,Property Crime,31
10/18/2016,Robbery,3
10/18/2016,Theft,45
10/18/2016,Theft from Vehicle,18
10/18/2016,Theft of Vehicle,5
10/18/2016,Traffic,3
10/18/2016,Weapons Offense,4
10/18/2017,Arson,2
10/18/2017,Assault,79
10/18/2017,Breaking & Entering,27
10/18/2017,Disorder,2
10/18/2017,Drugs,10
10/18/2017,Family Offense,5
10/18/2017,Property Crime,35
10/18/2017,Robbery,9
10/18/2017,Theft,64
10/18/2017,Theft from Vehicle,17
10/18/2017,Theft of Vehicle,20
10/18/2017,Vehicle Recovery,1
10/18/2017,Weapons Offense,5
10/18/2018,Assault,56
10/18/2018,Breaking & Entering,31
10/18/2018,Disorder,7
10/18/2018,Drugs,17
10/18/2018,Family Offense,3
10/18/2018,Kidnapping,1
10/18/2018,Property Crime,30
10/18/2018,Robbery,3
10/18/2018,Theft,60
10/18/2018,Theft from Vehicle,18
10/18/2018,Theft of Vehicle,12
10/18/2018,Traffic,2
10/18/2018,Vehicle Recovery,1
10/18/2018,Weapons Offense,2
10/18/2019,Assault,63
10/18/2019,Breaking & Entering,27
10/18/2019,Disorder,10
10/18/2019,Drugs,18
10/18/2019,Homicide,1
10/18/2019,Liquor,1
10/18/2019,Property Crime,29
10/18/2019,Robbery,4
10/18/2019,Theft,69
10/18/2019,Theft from Vehicle,18
10/18/2019,Theft of Vehicle,10
10/18/2019,Traffic,1
10/18/2019,Vehicle Recovery,1
10/18/2019,Weapons Offense,8
10/18/2020,Assault,73
10/18/2020,Breaking & Entering,17
10/18/2020,Disorder,1
10/18/2020,Drugs,6
10/18/2020,Family Offense,1
10/18/2020,Property Crime,35
10/18/2020,Robbery,8
10/18/2020,Theft,47
10/18/2020,Theft from Vehicle,27
10/18/2020,Theft of Vehicle,11
10/18/2020,Traffic,2
10/18/2020,Weapons Offense,9
10/18/2021,Assault,70
10/18/2021,Breaking & Entering,26
10/18/2021,Disorder,6
10/18/2021,Drugs,10
10/18/2021,Homicide,1
10/18/2021,Property Crime,45
10/18/2021,Robbery,6
10/18/2021,Theft,57
10/18/2021,Theft from Vehicle,27
10/18/2021,Theft of Vehicle,23
10/18/2021,Traffic,1
10/18/2021,Weapons Offense,8
10/18/2022,Assault,54
10/18/2022,Breaking & Entering,15
10/18/2022,Disorder,4
10/18/2022,Drugs,16
10/18/2022,Family Offense,2
10/18/2022,Kidnapping,1
10/18/2022,Liquor,1
10/18/2022,Property Crime,36
10/18/2022,Robbery,2
10/18/2022,Theft,49
10/18/2022,Theft from Vehicle,32
10/18/2022,Theft of Vehicle,39
10/18/2022,Traffic,3
10/18/2022,Vehicle Recovery,3
10/18/2022,Weapons Offense,5
10/19/2002,Theft,1
10/19/2004,Theft,1
10/19/2006,Arson,2
10/19/2006,Assault,62
10/19/2006,Breaking & Entering,45
10/19/2006,Disorder,3
10/19/2006,Drugs,12
10/19/2006,Family Offense,1
10/19/2006,Property Crime,35
10/19/2006,Robbery,18
10/19/2006,Theft,56
10/19/2006,Theft from Vehicle,36
10/19/2006,Theft of Vehicle,21
10/19/2006,Traffic,2
10/19/2006,Vehicle Recovery,2
10/19/2006,Weapons Offense,3
10/19/2007,Arson,2
10/19/2007,Assault,95
10/19/2007,Breaking & Entering,46
10/19/2007,Disorder,2
10/19/2007,Drugs,29
10/19/2007,Homicide,1
10/19/2007,Kidnapping,1
10/19/2007,Property Crime,41
10/19/2007,Robbery,18
10/19/2007,Theft,71
10/19/2007,Theft from Vehicle,31
10/19/2007,Theft of Vehicle,24
10/19/2007,Traffic,2
10/19/2007,Vehicle Recovery,1
10/19/2007,Weapons Offense,4
10/19/2008,Arson,2
10/19/2008,Assault,95
10/19/2008,Breaking & Entering,25
10/19/2008,Disorder,2
10/19/2008,Drugs,10
10/19/2008,Family Offense,1
10/19/2008,Homicide,1
10/19/2008,Liquor,1
10/19/2008,Property Crime,37
10/19/2008,Robbery,9
10/19/2008,Theft,45
10/19/2008,Theft from Vehicle,36
10/19/2008,Theft of Vehicle,11
10/19/2008,Traffic,5
10/19/2008,Vehicle Recovery,4
10/19/2008,Weapons Offense,7
10/19/2009,Arson,2
10/19/2009,Assault,99
10/19/2009,Breaking & Entering,46
10/19/2009,Disorder,6
10/19/2009,Drugs,15
10/19/2009,Family Offense,1
10/19/2009,Homicide,1
10/19/2009,Kidnapping,1
10/19/2009,Property Crime,33
10/19/2009,Robbery,16
10/19/2009,Theft,60
10/19/2009,Theft from Vehicle,24
10/19/2009,Theft of Vehicle,10
10/19/2009,Traffic,4
10/19/2009,Vehicle Recovery,1
10/19/2009,Weapons Offense,5
10/19/2010,Arson,3
10/19/2010,Assault,89
10/19/2010,Breaking & Entering,54
10/19/2010,Disorder,2
10/19/2010,Drugs,21
10/19/2010,Family Offense,1
10/19/2010,Property Crime,23
10/19/2010,Robbery,11
10/19/2010,Theft,70
10/19/2010,Theft from Vehicle,10
10/19/2010,Theft of Vehicle,13
10/19/2010,Weapons Offense,3
10/19/2011,Assault,67
10/19/2011,Breaking & Entering,47
10/19/2011,Disorder,4
10/19/2011,Drugs,23
10/19/2011,Kidnapping,1
10/19/2011,Property Crime,36
10/19/2011,Robbery,6
10/19/2011,Theft,55
10/19/2011,Theft from Vehicle,12
10/19/2011,Theft of Vehicle,11
10/19/2011,Weapons Offense,3
10/19/2012,Assault,95
10/19/2012,Breaking & Entering,37
10/19/2012,Disorder,7
10/19/2012,Drugs,35
10/19/2012,Family Offense,1
10/19/2012,Liquor,1
10/19/2012,Property Crime,33
10/19/2012,Robbery,10
10/19/2012,Theft,63
10/19/2012,Theft from Vehicle,17
10/19/2012,Theft of Vehicle,9
10/19/2012,Traffic,3
10/19/2012,Weapons Offense,8
10/19/2013,Arson,1
10/19/2013,Assault,78
10/19/2013,Breaking & Entering,23
10/19/2013,Disorder,2
10/19/2013,Drugs,10
10/19/2013,Kidnapping,2
10/19/2013,Property Crime,29
10/19/2013,Robbery,9
10/19/2013,Theft,73
10/19/2013,Theft from Vehicle,16
10/19/2013,Theft of Vehicle,8
10/19/2013,Traffic,3
10/19/2013,Weapons Offense,6
10/19/2014,Arson,4
10/19/2014,Assault,73
10/19/2014,Breaking & Entering,22
10/19/2014,Disorder,2
10/19/2014,Drugs,9
10/19/2014,Family Offense,1
10/19/2014,Kidnapping,1
10/19/2014,Property Crime,37
10/19/2014,Robbery,7
10/19/2014,Theft,52
10/19/2014,Theft from Vehicle,19
10/19/2014,Theft of Vehicle,18
10/19/2014,Traffic,2
10/19/2014,Weapons Offense,3
10/19/2015,Arson,3
10/19/2015,Assault,61
10/19/2015,Breaking & Entering,31
10/19/2015,Disorder,4
10/19/2015,Drugs,10
10/19/2015,Family Offense,2
10/19/2015,Kidnapping,2
10/19/2015,Property Crime,38
10/19/2015,Robbery,17
10/19/2015,Theft,48
10/19/2015,Theft from Vehicle,17
10/19/2015,Theft of Vehicle,9
10/19/2015,Traffic,1
10/19/2015,Weapons Offense,2
10/19/2016,Arson,1
10/19/2016,Assault,101
10/19/2016,Breaking & Entering,28
10/19/2016,Disorder,5
10/19/2016,Drugs,12
10/19/2016,Family Offense,3
10/19/2016,Kidnapping,2
10/19/2016,Property Crime,36
10/19/2016,Robbery,9
10/19/2016,Theft,58
10/19/2016,Theft from Vehicle,29
10/19/2016,Theft of Vehicle,9
10/19/2016,Traffic,2
10/19/2016,Weapons Offense,4
10/19/2017,Assault,85
10/19/2017,Breaking & Entering,33
10/19/2017,Disorder,8
10/19/2017,Drugs,17
10/19/2017,Family Offense,1
10/19/2017,Liquor,2
10/19/2017,Property Crime,35
10/19/2017,Robbery,12
10/19/2017,Theft,60
10/19/2017,Theft from Vehicle,26
10/19/2017,Theft of Vehicle,13
10/19/2017,Traffic,1
10/19/2017,Weapons Offense,3
10/19/2018,Arson,1
10/19/2018,Assault,69
10/19/2018,Breaking & Entering,21
10/19/2018,Disorder,7
10/19/2018,Drugs,19
10/19/2018,Family Offense,2
10/19/2018,Kidnapping,1
10/19/2018,Property Crime,33
10/19/2018,Robbery,7
10/19/2018,Theft,58
10/19/2018,Theft from Vehicle,23
10/19/2018,Theft of Vehicle,16
10/19/2018,Traffic,2
10/19/2018,Vehicle Recovery,2
10/19/2018,Weapons Offense,2
10/19/2019,Assault,70
10/19/2019,Breaking & Entering,14
10/19/2019,Disorder,6
10/19/2019,Drugs,15
10/19/2019,Kidnapping,1
10/19/2019,Liquor,2
10/19/2019,Property Crime,33
10/19/2019,Robbery,7
10/19/2019,Theft,61
10/19/2019,Theft from Vehicle,18
10/19/2019,Theft of Vehicle,9
10/19/2019,Traffic,3
10/19/2019,Vehicle Recovery,3
10/19/2019,Weapons Offense,7
10/19/2020,Assault,86
10/19/2020,Breaking & Entering,27
10/19/2020,Disorder,5
10/19/2020,Drugs,6
10/19/2020,Family Offense,1
10/19/2020,Property Crime,31
10/19/2020,Robbery,10
10/19/2020,Theft,49
10/19/2020,Theft from Vehicle,37
10/19/2020,Theft of Vehicle,14
10/19/2020,Traffic,1
10/19/2020,Vehicle Recovery,4
10/19/2020,Weapons Offense,11
10/19/2021,Arson,2
10/19/2021,Assault,65
10/19/2021,Breaking & Entering,20
10/19/2021,Disorder,4
10/19/2021,Drugs,15
10/19/2021,Family Offense,2
10/19/2021,Property Crime,31
10/19/2021,Robbery,10
10/19/2021,Theft,43
10/19/2021,Theft from Vehicle,37
10/19/2021,Theft of Vehicle,21
10/19/2021,Traffic,1
10/19/2021,Vehicle Recovery,4
10/19/2021,Weapons Offense,9
10/19/2022,Arson,3
10/19/2022,Assault,73
10/19/2022,Breaking & Entering,14
10/19/2022,Disorder,5
10/19/2022,Drugs,25
10/19/2022,Liquor,1
10/19/2022,Property Crime,34
10/19/2022,Robbery,8
10/19/2022,Theft,48
10/19/2022,Theft from Vehicle,29
10/19/2022,Theft of Vehicle,35
10/19/2022,Traffic,3
10/19/2022,Vehicle Recovery,2
10/19/2022,Weapons Offense,9
10/20/2000,Theft,1
10/20/2004,Theft,1
10/20/2005,Property Crime,2
10/20/2005,Theft,1
10/20/2006,Assault,92
10/20/2006,Breaking & Entering,38
10/20/2006,Drugs,31
10/20/2006,Homicide,1
10/20/2006,Kidnapping,1
10/20/2006,Property Crime,47
10/20/2006,Robbery,13
10/20/2006,Theft,73
10/20/2006,Theft from Vehicle,34
10/20/2006,Theft of Vehicle,18
10/20/2006,Traffic,3
10/20/2006,Vehicle Recovery,2
10/20/2006,Weapons Offense,3
10/20/2007,Assault,84
10/20/2007,Breaking & Entering,27
10/20/2007,Disorder,1
10/20/2007,Drugs,15
10/20/2007,Homicide,1
10/20/2007,Property Crime,40
10/20/2007,Robbery,16
10/20/2007,Theft,61
10/20/2007,Theft from Vehicle,31
10/20/2007,Theft of Vehicle,18
10/20/2007,Traffic,8
10/20/2007,Vehicle Recovery,1
10/20/2007,Weapons Offense,4
10/20/2008,Assault,69
10/20/2008,Breaking & Entering,61
10/20/2008,Disorder,1
10/20/2008,Drugs,12
10/20/2008,Family Offense,1
10/20/2008,Kidnapping,1
10/20/2008,Property Crime,45
10/20/2008,Robbery,13
10/20/2008,Theft,79
10/20/2008,Theft from Vehicle,29
10/20/2008,Theft of Vehicle,16
10/20/2008,Traffic,4
10/20/2008,Vehicle Recovery,3
10/20/2008,Weapons Offense,3
10/20/2009,Arson,2
10/20/2009,Assault,83
10/20/2009,Breaking & Entering,54
10/20/2009,Disorder,3
10/20/2009,Drugs,16
10/20/2009,Family Offense,1
10/20/2009,Liquor,1
10/20/2009,Property Crime,29
10/20/2009,Robbery,14
10/20/2009,Theft,51
10/20/2009,Theft from Vehicle,21
10/20/2009,Theft of Vehicle,7
10/20/2009,Vehicle Recovery,1
10/20/2009,Weapons Offense,2
10/20/2010,Arson,3
10/20/2010,Assault,105
10/20/2010,Breaking & Entering,44
10/20/2010,Drugs,21
10/20/2010,Family Offense,2
10/20/2010,Homicide,1
10/20/2010,Liquor,1
10/20/2010,Property Crime,31
10/20/2010,Robbery,8
10/20/2010,Theft,59
10/20/2010,Theft from Vehicle,19
10/20/2010,Theft of Vehicle,15
10/20/2010,Vehicle Recovery,1
10/20/2010,Weapons Offense,4
10/20/2011,Assault,69
10/20/2011,Breaking & Entering,42
10/20/2011,Disorder,2
10/20/2011,Drugs,14
10/20/2011,Family Offense,3
10/20/2011,Homicide,1
10/20/2011,Liquor,2
10/20/2011,Property Crime,30
10/20/2011,Robbery,11
10/20/2011,Theft,42
10/20/2011,Theft from Vehicle,11
10/20/2011,Theft of Vehicle,8
10/20/2011,Traffic,2
10/20/2011,Vehicle Recovery,1
10/20/2011,Weapons Offense,2
10/20/2012,Arson,1
10/20/2012,Assault,84
10/20/2012,Breaking & Entering,29
10/20/2012,Disorder,2
10/20/2012,Drugs,16
10/20/2012,Family Offense,2
10/20/2012,Homicide,2
10/20/2012,Kidnapping,1
10/20/2012,Liquor,2
10/20/2012,Property Crime,33
10/20/2012,Robbery,6
10/20/2012,Theft,67
10/20/2012,Theft from Vehicle,19
10/20/2012,Theft of Vehicle,9
10/20/2012,Traffic,4
10/20/2012,Vehicle Recovery,1
10/20/2012,Weapons Offense,5
10/20/2013,Assault,76
10/20/2013,Breaking & Entering,28
10/20/2013,Disorder,4
10/20/2013,Drugs,9
10/20/2013,Homicide,1
10/20/2013,Kidnapping,1
10/20/2013,Property Crime,45
10/20/2013,Robbery,10
10/20/2013,Theft,40
10/20/2013,Theft from Vehicle,21
10/20/2013,Theft of Vehicle,10
10/20/2013,Traffic,8
10/20/2013,Weapons Offense,4
10/20/2014,Arson,3
10/20/2014,Assault,64
10/20/2014,Breaking & Entering,30
10/20/2014,Disorder,2
10/20/2014,Drugs,16
10/20/2014,Family Offense,2
10/20/2014,Homicide,1
10/20/2014,Liquor,1
10/20/2014,Property Crime,35
10/20/2014,Robbery,7
10/20/2014,Theft,54
10/20/2014,Theft from Vehicle,18
10/20/2014,Theft of Vehicle,6
10/20/2014,Traffic,2
10/20/2014,Vehicle Recovery,1
10/20/2014,Weapons Offense,1
10/20/2015,Arson,1
10/20/2015,Assault,70
10/20/2015,Breaking & Entering,20
10/20/2015,Disorder,4
10/20/2015,Drugs,16
10/20/2015,Family Offense,2
10/20/2015,Kidnapping,1
10/20/2015,Property Crime,41
10/20/2015,Robbery,13
10/20/2015,Theft,53
10/20/2015,Theft from Vehicle,9
10/20/2015,Theft of Vehicle,10
10/20/2015,Weapons Offense,2
10/20/2016,Arson,1
10/20/2016,Assault,72
10/20/2016,Breaking & Entering,21
10/20/2016,Disorder,7
10/20/2016,Drugs,15
10/20/2016,Family Offense,3
10/20/2016,Property Crime,30
10/20/2016,Robbery,5
10/20/2016,Theft,49
10/20/2016,Theft from Vehicle,23
10/20/2016,Theft of Vehicle,7
10/20/2016,Vehicle Recovery,1
10/20/2016,Weapons Offense,4
10/20/2017,Assault,74
10/20/2017,Breaking & Entering,34
10/20/2017,Disorder,6
10/20/2017,Drugs,9
10/20/2017,Property Crime,28
10/20/2017,Robbery,9
10/20/2017,Theft,55
10/20/2017,Theft from Vehicle,18
10/20/2017,Theft of Vehicle,13
10/20/2017,Traffic,3
10/20/2017,Weapons Offense,5
10/20/2018,Assault,74
10/20/2018,Breaking & Entering,19
10/20/2018,Disorder,4
10/20/2018,Drugs,13
10/20/2018,Family Offense,1
10/20/2018,Kidnapping,1
10/20/2018,Property Crime,29
10/20/2018,Robbery,19
10/20/2018,Theft,60
10/20/2018,Theft from Vehicle,22
10/20/2018,Theft of Vehicle,10
10/20/2018,Traffic,4
10/20/2018,Weapons Offense,1
10/20/2019,Arson,2
10/20/2019,Assault,69
10/20/2019,Breaking & Entering,15
10/20/2019,Disorder,3
10/20/2019,Drugs,5
10/20/2019,Family Offense,1
10/20/2019,Liquor,1
10/20/2019,Property Crime,29
10/20/2019,Robbery,6
10/20/2019,Theft,64
10/20/2019,Theft from Vehicle,15
10/20/2019,Theft of Vehicle,12
10/20/2019,Traffic,2
10/20/2019,Vehicle Recovery,1
10/20/2019,Weapons Offense,1
10/20/2020,Arson,1
10/20/2020,Assault,86
10/20/2020,Breaking & Entering,21
10/20/2020,Disorder,5
10/20/2020,Drugs,11
10/20/2020,Family Offense,1
10/20/2020,Liquor,1
10/20/2020,Property Crime,31
10/20/2020,Robbery,7
10/20/2020,Theft,71
10/20/2020,Theft from Vehicle,15
10/20/2020,Theft of Vehicle,11
10/20/2020,Vehicle Recovery,1
10/20/2020,Weapons Offense,6
10/20/2021,Arson,1
10/20/2021,Assault,72
10/20/2021,Breaking & Entering,17
10/20/2021,Disorder,4
10/20/2021,Drugs,20
10/20/2021,Family Offense,3
10/20/2021,Property Crime,49
10/20/2021,Robbery,7
10/20/2021,Theft,48
10/20/2021,Theft from Vehicle,27
10/20/2021,Theft of Vehicle,21
10/20/2021,Traffic,2
10/20/2021,Weapons Offense,6
10/20/2022,Assault,54
10/20/2022,Breaking & Entering,10
10/20/2022,Disorder,4
10/20/2022,Drugs,11
10/20/2022,Property Crime,41
10/20/2022,Robbery,10
10/20/2022,Theft,61
10/20/2022,Theft from Vehicle,23
10/20/2022,Theft of Vehicle,37
10/20/2022,Traffic,1
10/20/2022,Vehicle Recovery,5
10/20/2022,Weapons Offense,7
10/21/2002,Theft,1
10/21/2005,Property Crime,1
10/21/2006,Assault,77
10/21/2006,Breaking & Entering,31
10/21/2006,Disorder,1
10/21/2006,Drugs,18
10/21/2006,Family Offense,1
10/21/2006,Homicide,2
10/21/2006,Property Crime,53
10/21/2006,Robbery,16
10/21/2006,Theft,64
10/21/2006,Theft from Vehicle,49
10/21/2006,Theft of Vehicle,18
10/21/2006,Traffic,3
10/21/2006,Vehicle Recovery,1
10/21/2006,Weapons Offense,2
10/21/2007,Arson,1
10/21/2007,Assault,101
10/21/2007,Breaking & Entering,25
10/21/2007,Drugs,8
10/21/2007,Family Offense,1
10/21/2007,Homicide,1
10/21/2007,Liquor,2
10/21/2007,Property Crime,33
10/21/2007,Robbery,9
10/21/2007,Theft,52
10/21/2007,Theft from Vehicle,17
10/21/2007,Theft of Vehicle,17
10/21/2007,Traffic,6
10/21/2007,Vehicle Recovery,1
10/21/2007,Weapons Offense,3
10/21/2008,Assault,99
10/21/2008,Breaking & Entering,55
10/21/2008,Drugs,21
10/21/2008,Family Offense,3
10/21/2008,Homicide,1
10/21/2008,Property Crime,38
10/21/2008,Robbery,21
10/21/2008,Theft,68
10/21/2008,Theft from Vehicle,19
10/21/2008,Theft of Vehicle,12
10/21/2008,Weapons Offense,7
10/21/2009,Assault,71
10/21/2009,Breaking & Entering,47
10/21/2009,Disorder,3
10/21/2009,Drugs,13
10/21/2009,Family Offense,1
10/21/2009,Property Crime,31
10/21/2009,Robbery,11
10/21/2009,Theft,61
10/21/2009,Theft from Vehicle,23
10/21/2009,Theft of Vehicle,8
10/21/2009,Traffic,3
10/21/2009,Vehicle Recovery,1
10/21/2009,Weapons Offense,4
10/21/2010,Arson,1
10/21/2010,Assault,86
10/21/2010,Breaking & Entering,42
10/21/2010,Disorder,4
10/21/2010,Drugs,24
10/21/2010,Family Offense,1
10/21/2010,Homicide,1
10/21/2010,Property Crime,32
10/21/2010,Robbery,8
10/21/2010,Theft,55
10/21/2010,Theft from Vehicle,15
10/21/2010,Theft of Vehicle,13
10/21/2010,Vehicle Recovery,2
10/21/2010,Weapons Offense,3
10/21/2011,Arson,1
10/21/2011,Assault,68
10/21/2011,Breaking & Entering,47
10/21/2011,Disorder,7
10/21/2011,Drugs,27
10/21/2011,Family Offense,1
10/21/2011,Property Crime,43
10/21/2011,Robbery,7
10/21/2011,Theft,70
10/21/2011,Theft from Vehicle,11
10/21/2011,Theft of Vehicle,7
10/21/2011,Traffic,3
10/21/2011,Vehicle Recovery,2
10/21/2011,Weapons Offense,6
10/21/2012,Arson,2
10/21/2012,Assault,73
10/21/2012,Breaking & Entering,21
10/21/2012,Disorder,1
10/21/2012,Drugs,4
10/21/2012,Liquor,1
10/21/2012,Property Crime,25
10/21/2012,Robbery,8
10/21/2012,Theft,41
10/21/2012,Theft from Vehicle,17
10/21/2012,Theft of Vehicle,6
10/21/2012,Traffic,7
10/21/2012,Weapons Offense,3
10/21/2013,Arson,2
10/21/2013,Assault,82
10/21/2013,Breaking & Entering,32
10/21/2013,Disorder,5
10/21/2013,Drugs,14
10/21/2013,Family Offense,1
10/21/2013,Property Crime,35
10/21/2013,Robbery,8
10/21/2013,Theft,52
10/21/2013,Theft from Vehicle,13
10/21/2013,Theft of Vehicle,9
10/21/2013,Traffic,2
10/21/2013,Weapons Offense,3
10/21/2014,Arson,3
10/21/2014,Assault,66
10/21/2014,Breaking & Entering,30
10/21/2014,Drugs,15
10/21/2014,Family Offense,1
10/21/2014,Property Crime,38
10/21/2014,Robbery,7
10/21/2014,Theft,47
10/21/2014,Theft from Vehicle,12
10/21/2014,Theft of Vehicle,11
10/21/2014,Traffic,2
10/21/2014,Weapons Offense,4
10/21/2015,Arson,1
10/21/2015,Assault,53
10/21/2015,Breaking & Entering,28
10/21/2015,Disorder,4
10/21/2015,Drugs,14
10/21/2015,Family Offense,2
10/21/2015,Kidnapping,1
10/21/2015,Property Crime,27
10/21/2015,Theft,54
10/21/2015,Theft from Vehicle,30
10/21/2015,Theft of Vehicle,14
10/21/2015,Weapons Offense,3
10/21/2016,Arson,1
10/21/2016,Assault,86
10/21/2016,Breaking & Entering,33
10/21/2016,Disorder,4
10/21/2016,Drugs,24
10/21/2016,Family Offense,3
10/21/2016,Kidnapping,1
10/21/2016,Property Crime,33
10/21/2016,Robbery,8
10/21/2016,Theft,67
10/21/2016,Theft from Vehicle,16
10/21/2016,Theft of Vehicle,7
10/21/2016,Traffic,2
10/21/2016,Weapons Offense,3
10/21/2017,Assault,74
10/21/2017,Breaking & Entering,28
10/21/2017,Disorder,6
10/21/2017,Drugs,14
10/21/2017,Family Offense,2
10/21/2017,Homicide,1
10/21/2017,Kidnapping,1
10/21/2017,Liquor,1
10/21/2017,Property Crime,37
10/21/2017,Robbery,18
10/21/2017,Theft,43
10/21/2017,Theft from Vehicle,18
10/21/2017,Theft of Vehicle,16
10/21/2017,Traffic,1
10/21/2017,Vehicle Recovery,1
10/21/2017,Weapons Offense,5
10/21/2018,Assault,76
10/21/2018,Breaking & Entering,16
10/21/2018,Disorder,2
10/21/2018,Drugs,12
10/21/2018,Family Offense,1
10/21/2018,Homicide,2
10/21/2018,Property Crime,33
10/21/2018,Robbery,12
10/21/2018,Theft,60
10/21/2018,Theft from Vehicle,15
10/21/2018,Theft of Vehicle,11
10/21/2018,Traffic,7
10/21/2018,Vehicle Recovery,2
10/21/2019,Arson,2
10/21/2019,Assault,53
10/21/2019,Breaking & Entering,22
10/21/2019,Disorder,6
10/21/2019,Drugs,9
10/21/2019,Family Offense,1
10/21/2019,Kidnapping,1
10/21/2019,Property Crime,39
10/21/2019,Robbery,5
10/21/2019,Theft,68
10/21/2019,Theft from Vehicle,24
10/21/2019,Theft of Vehicle,19
10/21/2019,Vehicle Recovery,2
10/21/2019,Weapons Offense,1
10/21/2020,Arson,1
10/21/2020,Assault,83
10/21/2020,Breaking & Entering,21
10/21/2020,Disorder,3
10/21/2020,Drugs,18
10/21/2020,Family Offense,1
10/21/2020,Homicide,1
10/21/2020,Property Crime,30
10/21/2020,Robbery,7
10/21/2020,Theft,46
10/21/2020,Theft from Vehicle,20
10/21/2020,Theft of Vehicle,8
10/21/2020,Traffic,1
10/21/2020,Weapons Offense,13
10/21/2021,Arson,1
10/21/2021,Assault,70
10/21/2021,Breaking & Entering,24
10/21/2021,Disorder,8
10/21/2021,Drugs,10
10/21/2021,Family Offense,1
10/21/2021,Property Crime,35
10/21/2021,Robbery,9
10/21/2021,Theft,54
10/21/2021,Theft from Vehicle,20
10/21/2021,Theft of Vehicle,17
10/21/2021,Weapons Offense,6
10/21/2022,Assault,69
10/21/2022,Breaking & Entering,17
10/21/2022,Disorder,5
10/21/2022,Drugs,10
10/21/2022,Liquor,1
10/21/2022,Property Crime,48
10/21/2022,Robbery,6
10/21/2022,Theft,56
10/21/2022,Theft from Vehicle,26
10/21/2022,Theft of Vehicle,40
10/21/2022,Traffic,1
10/21/2022,Vehicle Recovery,8
10/21/2022,Weapons Offense,9
10/22/2004,Property Crime,1
10/22/2004,Theft,1
10/22/2005,Theft,1
10/22/2006,Arson,1
10/22/2006,Assault,70
10/22/2006,Breaking & Entering,28
10/22/2006,Disorder,2
10/22/2006,Drugs,13
10/22/2006,Family Offense,3
10/22/2006,Homicide,1
10/22/2006,Kidnapping,1
10/22/2006,Property Crime,31
10/22/2006,Robbery,17
10/22/2006,Theft,47
10/22/2006,Theft from Vehicle,29
10/22/2006,Theft of Vehicle,14
10/22/2006,Traffic,1
10/22/2006,Vehicle Recovery,1
10/22/2007,Arson,2
10/22/2007,Assault,73
10/22/2007,Breaking & Entering,42
10/22/2007,Disorder,3
